Source,Target,buyercod,sellercod,desig2,desc,nrdel,buyer,seller,tivunit,tivorder,tivdel,longSource,latSource,longDest,latDest
37,100,JAP,SWI,Super-Fledermaus,Fire control radar,35,Japan,Switzerland,3.5,122.5,122.5,8.227512,46.818188,138.252924,36.204824
37,57,PER,SWI,Roland,APC,90,Peru,Switzerland,0.12,10.8,10.8,8.227512,46.818188,-75.015152,-9.189967
37,78,USA,SWI,PC-6 Turbo Porter,Light transport ac,8,United States,Switzerland,0.8,6.4,6.4,8.227512,46.818188,-95.712891,37.09024
82,90,EGY,SYR,Project-123/P-4,FAC,4,Egypt,Syria,3.6,14.4,14.4,38.996815,34.802075,30.802498,26.820553
92,9,ARG,UK,Canberra B-2,Bomber aircraft,12,Argentina,United Kingdom,5.61,67.32,67.32,-3.435973,55.378051,-63.616672,-38.416097
92,9,ARG,UK,Sea Cat,SAM,250,Argentina,United Kingdom,0.04,10.0,10.0,-3.435973,55.378051,-63.616672,-38.416097
92,9,ARG,UK,Shorland,APV,20,Argentina,United Kingdom,0.1,2.0,2.0,-3.435973,55.378051,-63.616672,-38.416097
92,15,AUS,UK,Sea Cat,SAM,25,Australia,United Kingdom,0.04,1.0,1.0,-3.435973,55.378051,133.775136,-25.274398
92,15,AUS,UK,Viper,Turbojet,97,Australia,United Kingdom,0.4,38.8,38.8,-3.435973,55.378051,133.775136,-25.274398
92,70,DEN,UK,Avon,Turbojet,46,Denmark,United Kingdom,1.25,57.5,57.5,-3.435973,55.378051,9.501785,56.26392
92,30,DRC,UK,Viper,Turbojet,17,DR Congo,United Kingdom,0.4,6.8,6.8,-3.435973,55.378051,65.865034,-25.559085
92,56,FRA,UK,Tyne,Turboprop,100,France,United Kingdom,1.5,150.0,150.0,-3.435973,55.378051,2.213749,46.227638
92,23,FRG,UK,Orpheus,Turbojet,460,Germany,United Kingdom,0.7,322.0,322.0,-3.435973,55.378051,10.451526,51.165691
92,23,FRG,UK,Tyne,Turboprop,220,Germany,United Kingdom,1.5,330.0,330.0,-3.435973,55.378051,10.451526,51.165691
92,44,IND,UK,Canberra B-2,Bomber aircraft,10,India,United Kingdom,5.61,56.1,56.1,-3.435973,55.378051,78.96288,20.593684
92,44,IND,UK,FV-432,APC,12,India,United Kingdom,0.25,3.0,3.0,-3.435973,55.378051,78.96288,20.593684
92,44,IND,UK,Gnat,Fighter aircraft,50,India,United Kingdom,3.3,165.0,165.0,-3.435973,55.378051,78.96288,20.593684
92,44,IND,UK,Ham,Minesweeper,2,India,United Kingdom,6.0,12.0,12.0,-3.435973,55.378051,78.96288,20.593684
92,44,IND,UK,HS-748,Transport aircraft,43,India,United Kingdom,8.5,365.5,365.5,-3.435973,55.378051,78.96288,20.593684
92,44,IND,UK,Orpheus,Turbojet,294,India,United Kingdom,0.7,205.8,205.8,-3.435973,55.378051,78.96288,20.593684
92,44,IND,UK,Vijayanta,Tank,2277,India,United Kingdom,1.5,3415.5,3415.5,-3.435973,55.378051,78.96288,20.593684
92,44,IND,UK,Viper,Turbojet,190,India,United Kingdom,0.4,76.0,76.0,-3.435973,55.378051,78.96288,20.593684
92,74,INS,UK,Skyvan,Light transport ac,3,Indonesia,United Kingdom,2.5,7.5,7.5,-3.435973,55.378051,113.921327,-0.789275
92,16,IRA,UK,BH-7,Landing/patrol craft,2,Iran,United Kingdom,8.0,16.0,16.0,-3.435973,55.378051,53.688046,32.427908
92,16,IRA,UK,Ferret,APV,50,Iran,United Kingdom,0.12,6.0,6.0,-3.435973,55.378051,53.688046,32.427908
92,16,IRA,UK,Sea Cat,SAM,450,Iran,United Kingdom,0.04,18.0,18.0,-3.435973,55.378051,53.688046,32.427908
92,16,IRA,UK,Tigercat-2,SAM system,15,Iran,United Kingdom,5.0,75.0,75.0,-3.435973,55.378051,53.688046,32.427908
92,64,ISR,UK,Centurion-9,Tank,400,Israel,United Kingdom,0.7,280.0,280.0,-3.435973,55.378051,34.851612,31.046051
92,19,JOR,UK,Sea Cat,SAM,555,Jordan,United Kingdom,0.04,22.2,22.2,-3.435973,55.378051,36.238414,30.585164
92,21,KUW,UK,MBT Mk-1,Tank,70,Kuwait,United Kingdom,1.5,105.0,105.0,-3.435973,55.378051,47.481766,29.31166
92,21,KUW,UK,Strikemaster,Trainer/combat ac,6,Kuwait,United Kingdom,2.5,15.0,15.0,-3.435973,55.378051,47.481766,29.31166
92,75,LYA,UK,Garian,Patrol craft,4,Libya,United Kingdom,5.3,21.2,21.2,-3.435973,55.378051,17.228331,26.3351
92,5,NAT,UK,Type-269,Height-finding radar,14,NATO**,United Kingdom,3.5,49.0,49.0,-3.435973,55.378051,65.865034,-25.559085
92,54,NEP,UK,Skyvan,Light transport ac,1,Nepal,United Kingdom,2.5,2.5,2.5,-3.435973,55.378051,84.124008,28.394857
92,28,NET,UK,Tyne,Turboprop,18,Netherlands,United Kingdom,1.5,27.0,27.0,-3.435973,55.378051,5.291266,52.132633
92,31,OMA,UK,Skyvan,Light transport ac,8,Oman,United Kingdom,2.5,20.0,20.0,-3.435973,55.378051,55.923255,21.512583
92,4,PAN,UK,Vosper-103,Patrol craft,2,Panama,United Kingdom,5.25,10.5,10.5,-3.435973,55.378051,-80.782127,8.537981
92,51,QAT,UK,Saracen,APC,30,Qatar,United Kingdom,0.2,6.0,6.0,-3.435973,55.378051,51.183884,25.354826
92,51,QAT,UK,Sea Cat,SAM,75,Qatar,United Kingdom,0.04,3.0,3.0,-3.435973,55.378051,51.183884,25.354826
92,89,SA,UK,Tyne,Turboprop,18,South Africa,United Kingdom,1.5,27.0,27.0,-3.435973,55.378051,22.937506,-30.559482
92,89,SA,UK,Viper,Turbojet,151,South Africa,United Kingdom,0.4,60.4,60.4,-3.435973,55.378051,22.937506,-30.559482
92,77,SAU,UK,Type-4502,Air search radar,5,Saudi Arabia,United Kingdom,4.75,23.75,23.75,-3.435973,55.378051,45.079162,23.885942
92,65,SIN,UK,LCT-8,Landing ship,1,Singapore,United Kingdom,8.0,8.0,8.0,-3.435973,55.378051,103.819836,1.352083
92,65,SIN,UK,Strikemaster,Trainer/combat ac,16,Singapore,United Kingdom,2.5,40.0,40.0,-3.435973,55.378051,103.819836,1.352083
92,65,SIN,UK,Vosper Type-A/B,Patrol craft,6,Singapore,United Kingdom,5.9,35.4,35.4,-3.435973,55.378051,103.819836,1.352083
92,79,SWE,UK,Avon,Turbojet,600,Sweden,United Kingdom,1.25,750.0,750.0,-3.435973,55.378051,18.643501,60.128161
92,79,SWE,UK,K-60,Diesel engine,290,Sweden,United Kingdom,0.02,5.8,5.8,-3.435973,55.378051,18.643501,60.128161
92,25,UAE,UK,Ferret,APV,65,UAE,United Kingdom,0.12,7.8,7.8,-3.435973,55.378051,53.8478,23.4241
92,25,UAE,UK,Hunter,FGA aircraft,12,UAE,United Kingdom,2.64,31.68,31.68,-3.435973,55.378051,53.8478,23.4241
92,25,UAE,UK,Saladin,Armoured car,70,UAE,United Kingdom,0.7,49.0,49.0,-3.435973,55.378051,53.8478,23.4241
92,25,UAE,UK,Saracen,APC,20,UAE,United Kingdom,0.2,4.0,4.0,-3.435973,55.378051,53.8478,23.4241
92,96,YUG,UK,Viper,Turbojet,250,Yugoslavia,United Kingdom,0.4,100.0,100.0,-3.435973,55.378051,65.865034,-25.559085
78,9,ARG,USA,A-4B Skyhawk,FGA aircraft,50,Argentina,United States,4.785,239.25,239.25,-95.712891,37.09024,-63.616672,-38.416097
78,9,ARG,USA,Ashland,AALS,1,Argentina,United States,23.048,23.048,23.048,-95.712891,37.09024,-63.616672,-38.416097
78,9,ARG,USA,Bell-205/UH-1H,Helicopter,32,Argentina,United States,2.62,83.84,83.84,-95.712891,37.09024,-63.616672,-38.416097
78,9,ARG,USA,Bell-206/OH-58,Light helicopter,7,Argentina,United States,0.7,4.9,4.9,-95.712891,37.09024,-63.616672,-38.416097
78,9,ARG,USA,Cessna-180 Skywagon,Light aircraft,40,Argentina,United States,0.18,7.2,7.2,-95.712891,37.09024,-63.616672,-38.416097
78,9,ARG,USA,FH-1100,Light helicopter,2,Argentina,United States,0.7,1.4,1.4,-95.712891,37.09024,-63.616672,-38.416097
78,9,ARG,USA,Hughes-500/OH-6A,Light helicopter,14,Argentina,United States,0.7,9.8,9.8,-95.712891,37.09024,-63.616672,-38.416097
78,94,AST,USA,S-65A/CH-53 Stallion,Transport helicopter,2,Austria,United States,10.0,20.0,20.0,-95.712891,37.09024,14.550072,47.516231
78,15,AUS,USA,AIM-7C Sparrow,BVRAAM,144,Australia,United States,0.1,14.4,14.4,-95.712891,37.09024,133.775136,-25.274398
78,15,AUS,USA,Bell-205/UH-1H,Helicopter,11,Australia,United States,2.62,31.44,28.82,-95.712891,37.09024,133.775136,-25.274398
78,15,AUS,USA,Bell-205/UH-1H,Helicopter,23,Australia,United States,2.62,60.26,60.26,-95.712891,37.09024,133.775136,-25.274398
78,15,AUS,USA,F-4E Phantom-2,FGA aircraft,24,Australia,United States,10.0,240.0,240.0,-95.712891,37.09024,133.775136,-25.274398
78,15,AUS,USA,FIM-43C Redeye,Portable SAM,260,Australia,United States,0.04,10.4,10.4,-95.712891,37.09024,133.775136,-25.274398
78,15,AUS,USA,M-113,APC,700,Australia,United States,0.25,175.0,175.0,-95.712891,37.09024,133.775136,-25.274398
78,15,AUS,USA,Mk-44,ASW torpedo,200,Australia,United States,0.15,30.0,30.0,-95.712891,37.09024,133.775136,-25.274398
78,63,BEN,USA,Cessna-337/O-2,Light aircraft,1,Benin,United States,0.35,0.35,0.35,-95.712891,37.09024,2.315834,9.30769
78,10,BOL,USA,Cessna-U206,Light aircraft,39,Bolivia,United States,0.25,9.75,9.75,-95.712891,37.09024,-63.588653,-16.290154
78,10,BOL,USA,Commando V-100,APC,10,Bolivia,United States,0.16,1.6,1.6,-95.712891,37.09024,-63.588653,-16.290154
78,2,BRA,USA,Cape,Patrol craft,6,Brazil,United States,5.8,34.8,34.8,-95.712891,37.09024,-51.92528,-14.235004
78,2,BRA,USA,SH-3D Sea King,ASW helicopter,4,Brazil,United States,11.0,44.0,44.0,-95.712891,37.09024,-51.92528,-14.235004
78,2,BRA,USA,T-37B,Trainer aircraft,25,Brazil,United States,1.8,45.0,45.0,-95.712891,37.09024,-51.92528,-14.235004
78,13,BRU,USA,Bell-205/UH-1H,Helicopter,2,Brunei,United States,2.62,5.24,5.24,-95.712891,37.09024,114.727669,4.535277
78,1,CAN,USA,Boeing-707,Transport aircraft,4,Canada,United States,44.5,178.0,178.0,-95.712891,37.09024,-106.346771,56.130366
78,1,CAN,USA,F-5A Freedom Fighter,FGA aircraft,115,Canada,United States,8.0,920.0,920.0,-95.712891,37.09024,-106.346771,56.130366
78,1,CAN,USA,M-113,APC,300,Canada,United States,0.25,75.0,75.0,-95.712891,37.09024,-106.346771,56.130366
78,20,CHE,USA,Beech-99,Light transport ac,9,Chile,United States,2.75,24.75,24.75,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,Bell-205/UH-1D,Helicopter,3,Chile,United States,2.2,6.6,6.6,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,Bell-206/OH-58,Light helicopter,4,Chile,United States,0.7,2.8,2.8,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,Bell-206/OH-58,Light helicopter,2,Chile,United States,0.7,1.4,1.4,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,DC-3/C-47 Skytrain,Transport aircraft,5,Chile,United States,1.0,5.0,5.0,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,LCT Mk-6,Landing craft,3,Chile,United States,2.52,7.56,7.56,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,M-41 Walker Bulldog,Light tank,60,Chile,United States,0.44,26.4,26.4,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,PA-31 Navajo,Light transport ac,1,Chile,United States,0.75,0.75,0.75,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,PA-31 Navajo,Light transport ac,4,Chile,United States,0.75,3.0,3.0,-95.712891,37.09024,-71.542969,-35.675147
78,20,CHE,USA,PA-32 Cherokee,Light aircraft,2,Chile,United States,0.28,0.56,0.56,-95.712891,37.09024,-71.542969,-35.675147
78,6,CMB,USA,Bell-205/UH-1D,Helicopter,6,Cambodia,United States,0.88,5.28,5.28,-95.712891,37.09024,104.990963,12.565679
78,6,CMB,USA,Cessna-172/T-41,Trainer/light ac,6,Cambodia,United States,0.056,0.336,0.336,-95.712891,37.09024,104.990963,12.565679
78,46,COL,USA,Bell-205/UH-1H,Helicopter,1,Colombia,United States,2.62,2.62,2.62,-95.712891,37.09024,-74.297333,4.570868
78,70,DEN,USA,FIM-43C Redeye,Portable SAM,243,Denmark,United States,0.04,9.72,9.72,-95.712891,37.09024,9.501785,56.26392
78,70,DEN,USA,M-109 155mm,Self-propelled gun,76,Denmark,United States,0.85,64.6,64.6,-95.712891,37.09024,9.501785,56.26392
78,70,DEN,USA,M-578,ARV,24,Denmark,United States,0.36,8.64,8.64,-95.712891,37.09024,9.501785,56.26392
78,71,DOM,USA,Bell-206/OH-58,Light helicopter,1,Dominican Republic,United States,0.7,0.7,0.7,-95.712891,37.09024,-70.162651,18.735693
78,71,DOM,USA,Cessna-172/T-41,Trainer/light ac,4,Dominican Republic,United States,0.056,0.224,0.224,-95.712891,37.09024,-70.162651,18.735693
78,12,ECU,USA,Cessna-172/T-41,Trainer/light ac,10,Ecuador,United States,0.14,1.4,1.4,-95.712891,37.09024,-78.183406,-1.831239
78,12,ECU,USA,Cessna-172/T-41,Trainer/light ac,3,Ecuador,United States,0.14,0.42,0.42,-95.712891,37.09024,-78.183406,-1.831239
78,12,ECU,USA,DC-6/C-118,Transport aircraft,1,Ecuador,United States,3.4,3.4,3.4,-95.712891,37.09024,-78.183406,-1.831239
78,7,ETH,USA,C-119K Packet,Transport aircraft,17,Ethiopia,United States,4.4,74.8,74.8,-95.712891,37.09024,40.489673,9.145
78,56,FRA,USA,Cessna-310,Light aircraft,12,France,United States,0.35,4.2,4.2,-95.712891,37.09024,2.213749,46.227638
78,56,FRA,USA,HAWK,SAM system,12,France,United States,25.0,300.0,300.0,-95.712891,37.09024,2.213749,46.227638
78,56,FRA,USA,MIM-23A HAWK,SAM,650,France,United States,0.12,78.0,78.0,-95.712891,37.09024,2.213749,46.227638
78,23,FRG,USA,Adams,Destroyer,3,Germany,United States,275.0,825.0,825.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,Bell-205/UH-1D,Helicopter,402,Germany,United States,2.2,884.4,884.4,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,F-104G Starfighter,FGA aircraft,50,Germany,United States,11.2,560.0,560.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,FIM-43C Redeye,Portable SAM,1400,Germany,United States,0.04,56.0,56.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,M-113,APC,4500,Germany,United States,0.25,1125.0,1125.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,M-474 Pershing-1,Mobile SSM launcher,72,Germany,United States,1.0,72.0,72.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,MIM-23A HAWK,SAM,3000,Germany,United States,0.12,360.0,360.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,Mk-46,ASW torpedo,400,Germany,United States,0.25,100.0,100.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,OV-10 Bronco,Ground attack ac,18,Germany,United States,4.5,81.0,81.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,Pershing-1A,SSM,100,Germany,United States,2.5,250.0,250.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,RF-4E Phantom-2,Reconnaissance ac,88,Germany,United States,21.0,1848.0,1848.0,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,RIM-24 Tartar,SAM,185,Germany,United States,0.12,22.2,22.2,-95.712891,37.09024,10.451526,51.165691
78,23,FRG,USA,TPS-33,Ground surv radar,25,Germany,United States,0.1,2.5,2.5,-95.712891,37.09024,10.451526,51.165691
78,98,GRE,USA,AIM-9B Sidewinder,SRAAM,1250,Greece,United States,0.04,50.0,50.0,-95.712891,37.09024,21.824312,39.074208
78,98,GRE,USA,Bell-47/OH-13,Light helicopter,65,Greece,United States,0.24,15.6,15.6,-95.712891,37.09024,21.824312,39.074208
78,98,GRE,USA,Cessna-172/T-41,Trainer/light ac,21,Greece,United States,0.14,2.94,2.94,-95.712891,37.09024,21.824312,39.074208
78,98,GRE,USA,F-5A Freedom Fighter,FGA aircraft,16,Greece,United States,8.0,128.0,128.0,-95.712891,37.09024,21.824312,39.074208
78,98,GRE,USA,M-107 175mm,Self-propelled gun,12,Greece,United States,1.1,13.2,13.2,-95.712891,37.09024,21.824312,39.074208
78,98,GRE,USA,M-48A3 Patton,Tank,740,Greece,United States,0.6,444.0,444.0,-95.712891,37.09024,21.824312,39.074208
78,44,IND,USA,Mk-44,ASW torpedo,50,India,United States,0.15,7.5,7.5,-95.712891,37.09024,78.96288,20.593684
78,74,INS,USA,Cessna-172/T-41,Trainer/light ac,15,Indonesia,United States,0.14,2.1,2.1,-95.712891,37.09024,113.921327,-0.789275
78,74,INS,USA,LST-1,Landing ship,2,Indonesia,United States,9.448,18.896,18.896,-95.712891,37.09024,113.921327,-0.789275
78,16,IRA,USA,AIM-9B Sidewinder,SRAAM,700,Iran,United States,0.04,28.0,28.0,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,AVDS-1790,Diesel engine,760,Iran,United States,0.16,121.6,121.6,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,Bell-212/UH-1N,Helicopter,11,Iran,United States,3.7,40.7,40.7,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,C-130E Hercules,Transport aircraft,28,Iran,United States,24.0,672.0,672.0,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,C-130H Hercules,Transport aircraft,32,Iran,United States,28.0,896.0,896.0,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,Cessna-337/O-2,Light aircraft,12,Iran,United States,0.35,4.2,4.2,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,F-5A Freedom Fighter,FGA aircraft,95,Iran,United States,8.0,760.0,760.0,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,M-109 155mm,Self-propelled gun,50,Iran,United States,0.85,42.5,42.5,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,M-60A1 Patton-2,Tank,460,Iran,United States,1.8,828.0,828.0,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,PGM-71,Patrol craft,3,Iran,United States,9.0,27.0,27.0,-95.712891,37.09024,53.688046,32.427908
78,16,IRA,USA,Turbo Commander,Light transport ac,17,Iran,United States,1.3,22.1,22.1,-95.712891,37.09024,53.688046,32.427908
78,64,ISR,USA,AGM-12B Bullpup,ASM,550,Israel,United States,0.1,55.0,55.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,AGM-45A Shrike,ARM,100,Israel,United States,0.2,20.0,20.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,AIM-7C Sparrow,BVRAAM,1338,Israel,United States,0.1,133.8,133.8,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,AIM-9D Sidewinder,SRAAM,336,Israel,United States,0.07,23.52,23.52,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,AVDS-1790,Diesel engine,400,Israel,United States,0.16,64.0,64.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,AVDS-1790,Diesel engine,400,Israel,United States,0.16,64.0,64.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,Cessna-180 Skywagon,Light aircraft,5,Israel,United States,0.18,0.9,0.9,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,F-4E Phantom-2,FGA aircraft,44,Israel,United States,25.0,1100.0,1100.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,M-101A1 105mm,Towed gun,90,Israel,United States,0.18,16.2,16.2,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,M-107 175mm,Self-propelled gun,150,Israel,United States,1.1,165.0,165.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,M-109 155mm,Self-propelled gun,60,Israel,United States,0.85,51.0,51.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,M-110 203mm,Self-propelled gun,40,Israel,United States,1.0,40.0,40.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,M-113,APC,100,Israel,United States,0.25,25.0,25.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,M-114 155mm,Towed gun,60,Israel,United States,0.2,12.0,12.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,MIM-23A HAWK,SAM,50,Israel,United States,0.12,6.0,6.0,-95.712891,37.09024,34.851612,31.046051
78,64,ISR,USA,TPS-43,Air search radar,7,Israel,United States,9.0,63.0,63.0,-95.712891,37.09024,34.851612,31.046051
78,52,ITA,USA,AIM-7E Sparrow,BVRAAM,1000,Italy,United States,0.15,150.0,150.0,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,Bell-205/UH-1D,Helicopter,23,Italy,United States,2.2,61.6,50.6,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,Bell-206/OH-58,Light helicopter,165,Italy,United States,0.7,115.5,115.5,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,F-104S Starfighter,FGA aircraft,205,Italy,United States,12.5,2562.5,2562.5,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,Fletcher,Destroyer,3,Italy,United States,40.224,120.672,120.672,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,J85,Turbojet,130,Italy,United States,0.6,78.0,78.0,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,M-109 155mm,Self-propelled gun,221,Italy,United States,0.85,187.85,187.85,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,M-113,APC,3697,Italy,United States,0.25,924.25,924.25,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,M-60A1 Patton-2,Tank,200,Italy,United States,1.8,360.0,360.0,-95.712891,37.09024,12.56738,41.87194
78,52,ITA,USA,SH-3D Sea King,ASW helicopter,24,Italy,United States,11.0,264.0,264.0,-95.712891,37.09024,12.56738,41.87194
78,100,JAP,USA,40mm Twin Bofors,Naval gun,11,Japan,United States,0.4,4.4,4.4,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,AIM-4C Falcon,SRAAM,130,Japan,United States,0.07,9.1,9.1,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,AIM-9E Sidewinder,SRAAM,350,Japan,United States,0.07,24.5,24.5,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,ASROC,ASW MRL,11,Japan,United States,4.0,44.0,44.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Bell-204B/UH-1B,Helicopter,90,Japan,United States,2.1,189.0,189.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,HAWK,SAM system,32,Japan,United States,25.0,800.0,800.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Hughes-500/OH-6A,Light helicopter,130,Japan,United States,0.7,91.0,91.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,J79,Turbojet,422,Japan,United States,1.7,717.4,717.4,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,MIM-14 Nike Hercules,SAM,500,Japan,United States,0.4,200.0,200.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,MIM-23A HAWK,SAM,2600,Japan,United States,0.12,312.0,312.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Mk-33 76mm,Naval gun,6,Japan,United States,2.5,15.0,15.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Mk-33 76mm,Naval gun,13,Japan,United States,2.5,32.5,32.5,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Mk-42 127mm,Naval gun,8,Japan,United States,4.7,37.6,37.6,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Mk-44,ASW torpedo,500,Japan,United States,0.15,75.0,75.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Model-300,Light helicopter,38,Japan,United States,0.2,7.6,7.6,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Nike Ajax/Hercules,SAM system,17,Japan,United States,35.0,595.0,595.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,P-2J Neptune,ASW aircraft,83,Japan,United States,25.0,2075.0,2075.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,S-62,Helicopter,18,Japan,United States,1.5,27.0,27.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,SH-3A Sea King,ASW helicopter,187,Japan,United States,10.0,1870.0,1870.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,T64,Turboprop,145,Japan,United States,1.4,203.0,203.0,-95.712891,37.09024,138.252924,36.204824
78,100,JAP,USA,Vertol-107/CH-46A,Transport helicopter,103,Japan,United States,6.0,618.0,618.0,-95.712891,37.09024,138.252924,36.204824
78,19,JOR,USA,M-109 155mm,Self-propelled gun,126,Jordan,United States,0.85,107.1,107.1,-95.712891,37.09024,36.238414,30.585164
78,19,JOR,USA,M-42 Duster,SPAAG,212,Jordan,United States,0.48,101.76,101.76,-95.712891,37.09024,36.238414,30.585164
78,19,JOR,USA,M-52A1 105mm,Self-propelled gun,35,Jordan,United States,0.36,12.6,12.6,-95.712891,37.09024,36.238414,30.585164
78,47,KEN,USA,Bell-47/OH-13,Light helicopter,2,Kenya,United States,0.096,0.192,0.192,-95.712891,37.09024,37.906193,-0.023559
78,48,KOS,USA,DC-4/C-54,Transport aircraft,6,South Korea,United States,2.5,15.0,15.0,-95.712891,37.09024,127.766922,35.907757
78,48,KOS,USA,F-5A Freedom Fighter,FGA aircraft,47,South Korea,United States,8.0,376.0,376.0,-95.712891,37.09024,127.766922,35.907757
78,48,KOS,USA,MIM-23A HAWK,SAM,834,South Korea,United States,0.12,100.08,100.08,-95.712891,37.09024,127.766922,35.907757
78,58,LAO,USA,AC-47 Dragon Ship,Ground attack ac,7,Laos,United States,1.4,9.8,9.8,-95.712891,37.09024,102.495496,19.85627
78,58,LAO,USA,Bell-205/UH-1D,Helicopter,14,Laos,United States,0.88,12.32,12.32,-95.712891,37.09024,102.495496,19.85627
78,58,LAO,USA,Cessna-172/T-41,Trainer/light ac,7,Laos,United States,0.056,0.392,0.392,-95.712891,37.09024,102.495496,19.85627
78,58,LAO,USA,Cessna-180 Skywagon,Light aircraft,6,Laos,United States,0.072,0.432,0.432,-95.712891,37.09024,102.495496,19.85627
78,58,LAO,USA,M-113,APC,20,Laos,United States,0.1,2.0,2.0,-95.712891,37.09024,102.495496,19.85627
78,58,LAO,USA,T-28D,Trainer/combat ac,100,Laos,United States,0.7,70.0,70.0,-95.712891,37.09024,102.495496,19.85627
78,75,LYA,USA,C-130H Hercules,Transport aircraft,8,Libya,United States,28.0,224.0,224.0,-95.712891,37.09024,17.228331,26.3351
78,43,MEX,USA,Cessna-150,Trainer/light ac,3,Mexico,United States,0.1,0.3,0.3,-95.712891,37.09024,-102.552784,23.634501
78,43,MEX,USA,Fletcher,Destroyer,2,Mexico,United States,40.224,80.448,80.448,-95.712891,37.09024,-102.552784,23.634501
78,43,MEX,USA,Musketeer,Light aircraft,20,Mexico,United States,0.08,1.6,1.6,-95.712891,37.09024,-102.552784,23.634501
