Source,Target,buyercod,sellercod,desig2,desc,nrdel,buyer,seller,tivunit,tivorder,tivdel,longSource,latSource,longDest,latDest
78,28,NET,USA,NF-5A,FGA aircraft,105,Netherlands,United States,9.0,945.0,945.0,-95.712891,37.09024,5.291266,52.132633
78,28,NET,USA,RIM-2F Terrier,SAM,20,Netherlands,United States,0.28,5.6,5.6,-95.712891,37.09024,5.291266,52.132633
78,61,NOR,USA,Bell-204B/UH-1B,Helicopter,29,Norway,United States,0.84,24.36,24.36,-95.712891,37.09024,8.468946,60.472024
78,61,NOR,USA,M-109 155mm,Self-propelled gun,130,Norway,United States,0.85,110.5,110.5,-95.712891,37.09024,8.468946,60.472024
78,38,NZ,USA,A-4E Skyhawk,FGA aircraft,14,New Zealand,United States,9.0,126.0,126.0,-95.712891,37.09024,174.885971,-40.900557
78,38,NZ,USA,AIM-9D Sidewinder,SRAAM,100,New Zealand,United States,0.07,7.0,7.0,-95.712891,37.09024,174.885971,-40.900557
78,38,NZ,USA,Bell-205/UH-1H,Helicopter,10,New Zealand,United States,2.62,26.2,26.2,-95.712891,37.09024,174.885971,-40.900557
78,38,NZ,USA,Bell-47/OH-13,Light helicopter,7,New Zealand,United States,0.24,1.68,1.68,-95.712891,37.09024,174.885971,-40.900557
78,38,NZ,USA,M-113,APC,72,New Zealand,United States,0.25,18.0,18.0,-95.712891,37.09024,174.885971,-40.900557
78,4,PAN,USA,DC-3/C-47 Skytrain,Transport aircraft,2,Panama,United States,1.0,2.0,2.0,-95.712891,37.09024,-80.782127,8.537981
78,99,PAR,USA,Cessna-150,Trainer/light ac,4,Paraguay,United States,0.1,0.4,0.4,-95.712891,37.09024,-58.443832,-23.442503
78,57,PER,USA,M-101A1 105mm,Towed gun,50,Peru,United States,0.18,9.0,9.0,-95.712891,37.09024,-75.015152,-9.189967
78,57,PER,USA,S-2A Tracker,ASW aircraft,9,Peru,United States,2.4,21.6,21.6,-95.712891,37.09024,-75.015152,-9.189967
78,87,PHI,USA,RT-33A T-Bird,Reconnaissance ac,2,Philippines,United States,0.78,1.56,1.56,-95.712891,37.09024,121.774017,12.879721
78,87,PHI,USA,T-28D,Trainer/combat ac,20,Philippines,United States,0.7,14.0,14.0,-95.712891,37.09024,121.774017,12.879721
78,88,POR,USA,MLA-1B,Air search radar,6,Portugal,United States,3.0,18.0,18.0,-95.712891,37.09024,-8.224454,39.399872
78,88,POR,USA,SPG-34/SPG-50,Fire control radar,6,Portugal,United States,1.25,7.5,7.5,-95.712891,37.09024,-8.224454,39.399872
78,18,SAL,USA,P-51D Mustang,Fighter aircraft,11,El Salvador,United States,0.8,8.8,8.8,-95.712891,37.09024,-88.89653,13.794185
78,65,SIN,USA,Cessna-411,Light transport ac,1,Singapore,United States,0.95,0.95,0.95,-95.712891,37.09024,103.819836,1.352083
78,65,SIN,USA,Commando V-200,APC,250,Singapore,United States,0.25,62.5,62.5,-95.712891,37.09024,103.819836,1.352083
78,65,SIN,USA,M-60 AVLB,ABL,12,Singapore,United States,1.0,12.0,12.0,-95.712891,37.09024,103.819836,1.352083
78,27,SPA,USA,F-5A Freedom Fighter,FGA aircraft,70,Spain,United States,8.0,560.0,560.0,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,M-109 155mm,Self-propelled gun,18,Spain,United States,0.85,15.3,15.3,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,M-113,APC,900,Spain,United States,0.25,225.0,225.0,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,M-48 Patton,Tank,66,Spain,United States,0.492,32.472,32.472,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,Mk-25,Fire control radar,2,Spain,United States,2.25,4.5,4.5,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,Mk-30 127mm,Naval gun,6,Spain,United States,0.3,1.8,1.8,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,SPG-35,Fire control radar,2,Spain,United States,1.25,2.5,2.5,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,SPS-10,Sea search radar,2,Spain,United States,1.5,3.0,3.0,-95.712891,37.09024,-3.74922,40.463667
78,27,SPA,USA,SPS-40,Air search radar,2,Spain,United States,6.53,13.06,13.06,-95.712891,37.09024,-3.74922,40.463667
78,79,SWE,USA,AIM-4C Falcon,SRAAM,1000,Sweden,United States,0.07,70.0,70.0,-95.712891,37.09024,18.643501,60.128161
78,79,SWE,USA,Bell-206/OH-58,Light helicopter,1,Sweden,United States,0.7,0.7,0.7,-95.712891,37.09024,18.643501,60.128161
78,79,SWE,USA,CAT-553,Gas turbine,290,Sweden,United States,0.08,23.2,23.2,-95.712891,37.09024,18.643501,60.128161
78,79,SWE,USA,FIM-43C Redeye,Portable SAM,1083,Sweden,United States,0.04,43.32,43.32,-95.712891,37.09024,18.643501,60.128161
78,79,SWE,USA,Vertol-107/CH-46,ASW helicopter,1,Sweden,United States,10.0,10.0,10.0,-95.712891,37.09024,18.643501,60.128161
78,37,SWI,USA,FPS-7,Air search radar,5,Switzerland,United States,12.5,62.5,62.5,-95.712891,37.09024,8.227512,46.818188
78,37,SWI,USA,M-109 155mm,Self-propelled gun,140,Switzerland,United States,0.85,119.0,119.0,-95.712891,37.09024,8.227512,46.818188
78,37,SWI,USA,M-113,APC,450,Switzerland,United States,0.25,112.5,112.5,-95.712891,37.09024,8.227512,46.818188
78,37,SWI,USA,TARAN-18,Combat ac radar,36,Switzerland,United States,1.5,54.0,54.0,-95.712891,37.09024,8.227512,46.818188
78,26,TAI,USA,Bell-205/UH-1H,Helicopter,50,Taiwan,United States,2.62,131.0,131.0,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,Benson,Destroyer,2,Taiwan,United States,36.0,72.0,72.0,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,C-119 Packet,Transport aircraft,28,Taiwan,United States,3.6,100.8,100.8,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,C-123K Provider,Transport aircraft,11,Taiwan,United States,2.3,25.3,25.3,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,F-100A Super Sabre,Fighter aircraft,34,Taiwan,United States,2.0,68.0,68.0,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,F-104G Starfighter,FGA aircraft,26,Taiwan,United States,4.48,116.48,116.48,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,F-5A Freedom Fighter,FGA aircraft,29,Taiwan,United States,8.0,232.0,232.0,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,Hughes-500/OH-6A,Light helicopter,10,Taiwan,United States,0.7,7.0,7.0,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,M-114 155mm,Towed gun,150,Taiwan,United States,0.5,75.0,75.0,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,MIM-14 Nike Hercules,SAM,73,Taiwan,United States,0.4,29.2,29.2,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,Mk-30 127mm,Naval gun,16,Taiwan,United States,0.3,4.8,4.8,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,PL-1B,Trainer aircraft,36,Taiwan,United States,0.05,1.8,1.8,-95.712891,37.09024,120.960515,23.69781
78,26,TAI,USA,Sumner,Destroyer,6,Taiwan,United States,45.204,271.224,271.224,-95.712891,37.09024,120.960515,23.69781
78,72,TAN,USA,PA-28 Cherokee,Light aircraft,5,Tanzania,United States,0.14,0.7,0.7,-95.712891,37.09024,34.888822,-6.369028
78,36,THA,USA,Bell-205/UH-1D,Helicopter,19,Thailand,United States,2.2,41.8,41.8,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,Bell-205/UH-1H,Helicopter,120,Thailand,United States,2.62,314.4,314.4,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,Courier,Light aircraft,14,Thailand,United States,0.16,2.24,2.24,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,HAWK,SAM system,1,Thailand,United States,25.0,25.0,25.0,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,MIM-23A HAWK,SAM,40,Thailand,United States,0.12,4.8,4.8,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,PGM-71,Patrol craft,10,Thailand,United States,9.0,90.0,90.0,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,S-58/H-34,Helicopter,65,Thailand,United States,0.752,48.88,48.88,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,T-33A Shooting Star,Trainer aircraft,13,Thailand,United States,1.0,13.0,13.0,-95.712891,37.09024,100.992541,15.870032
78,36,THA,USA,T-37B,Trainer aircraft,6,Thailand,United States,0.72,4.32,4.32,-95.712891,37.09024,100.992541,15.870032
78,49,TUR,USA,Adjutant,Minesweeper,3,Turkey,United States,4.0,12.0,12.0,-95.712891,37.09024,35.243322,38.963745
78,49,TUR,USA,AIM-26B Falcon,SRAAM,150,Turkey,United States,0.072,10.8,10.8,-95.712891,37.09024,35.243322,38.963745
78,49,TUR,USA,AIM-4C Falcon,SRAAM,400,Turkey,United States,0.028,11.2,11.2,-95.712891,37.09024,35.243322,38.963745
78,49,TUR,USA,F-100D Super Sabre,FGA aircraft,155,Turkey,United States,4.29,664.95,664.95,-95.712891,37.09024,35.243322,38.963745
78,49,TUR,USA,F-102A Delta Dagger,Fighter aircraft,47,Turkey,United States,4.16,195.52,195.52,-95.712891,37.09024,35.243322,38.963745
78,49,TUR,USA,F-5A Freedom Fighter,FGA aircraft,108,Turkey,United States,8.0,864.0,864.0,-95.712891,37.09024,35.243322,38.963745
78,49,TUR,USA,GUPPY-2A,Submarine,7,Turkey,United States,18.4,128.8,128.8,-95.712891,37.09024,35.243322,38.963745
78,49,TUR,USA,M-108 105mm,Self-propelled gun,26,Turkey,United States,0.36,9.36,9.36,-95.712891,37.09024,35.243322,38.963745
78,42,URU,USA,Aggressive,Minesweeper,1,Uruguay,United States,7.524,7.524,7.524,-95.712891,37.09024,-55.765835,-32.522779
78,42,URU,USA,Cessna-172/T-41,Trainer/light ac,6,Uruguay,United States,0.14,0.84,0.84,-95.712891,37.09024,-55.765835,-32.522779
78,42,URU,USA,M-113,APC,18,Uruguay,United States,0.25,4.5,4.5,-95.712891,37.09024,-55.765835,-32.522779
78,66,VEN,USA,Bell-205/UH-1H,Helicopter,10,Venezuela,United States,2.62,26.2,26.2,-95.712891,37.09024,-66.58973,6.42375
78,66,VEN,USA,Cessna-180 Skywagon,Light aircraft,2,Venezuela,United States,0.18,0.36,0.36,-95.712891,37.09024,-66.58973,6.42375
78,80,VNS,USA,A-1 Skyraider,Ground attack ac,67,Vietnam,United States,0.92,61.64,61.64,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,A-37B Dragonfly,Ground attack ac,254,Vietnam,United States,5.0,1270.0,1270.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,AC-47 Dragon Ship,Ground attack ac,23,Vietnam,United States,1.4,32.2,32.2,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,Admirable,Minesweeper,1,Vietnam,United States,8.0,8.0,8.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,Bell-205/UH-1H,Helicopter,337,Vietnam,United States,1.048,353.176,353.176,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,C-119 Packet,Transport aircraft,90,Vietnam,United States,3.6,324.0,324.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,Cessna-172/T-41,Trainer/light ac,42,Vietnam,United States,0.056,2.352,2.352,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,Cessna-180 Skywagon,Light aircraft,100,Vietnam,United States,0.18,18.0,18.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,CH-47A Chinook,Transport helicopter,20,Vietnam,United States,4.8,96.0,96.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,DC-3/C-47 Skytrain,Transport aircraft,6,Vietnam,United States,1.0,6.0,6.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,DHC-2 Beaver,Light aircraft,14,Vietnam,United States,0.152,2.128,2.128,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,LCU-1466,Landing craft,15,Vietnam,United States,2.24,33.6,33.6,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,LST-1,Landing ship,1,Vietnam,United States,9.448,9.448,9.448,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,LST-1,Landing ship,5,Vietnam,United States,9.448,47.24,47.24,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,M-113,APC,1100,Vietnam,United States,0.25,275.0,275.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,M-41 Walker Bulldog,Light tank,350,Vietnam,United States,0.44,154.0,154.0,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,O-1/L-19 Bird Dog,Light aircraft,225,Vietnam,United States,0.036,8.1,8.1,-95.712891,37.09024,108.277199,14.058324
78,80,VNS,USA,PCE,Corvette,3,Vietnam,United States,8.0,24.0,24.0,-95.712891,37.09024,108.277199,14.058324
78,59,XXR,USA,MIM-14 Nike Hercules,SAM,200,Unknown recipient(s),United States,0.4,80.0,80.0,-95.712891,37.09024,65.865034,-25.559085
83,50,AFG,USR,BRDM-1,Reconnaissance AV,50,Afghanistan,Russia,0.048,2.4,2.4,105.318756,61.52401,67.709953,33.93911
83,50,AFG,USR,Il-18,Transport aircraft,1,Afghanistan,Russia,7.6,7.6,7.6,105.318756,61.52401,67.709953,33.93911
83,17,ALG,USR,Luna/FROG,Mobile SSM launcher,3,Algeria,Russia,0.16,0.48,0.48,105.318756,61.52401,1.659626,28.033886
83,84,BUL,USR,9M14M/AT-3,Anti-tank missile,1500,Bulgaria,Russia,0.01,15.0,15.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,An-24,Transport aircraft,4,Bulgaria,Russia,7.5,30.0,30.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,BM-21 Grad 122mm,Self-propelled MRL,225,Bulgaria,Russia,0.45,101.25,101.25,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,BTR-60PB,APC,900,Bulgaria,Russia,0.25,225.0,225.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,K-13A/AA-2,SRAAM,600,Bulgaria,Russia,0.04,24.0,24.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,Mi-8T,Transport helicopter,8,Bulgaria,Russia,6.0,48.0,48.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,MiG-21MF,Fighter aircraft,15,Bulgaria,Russia,11.2,168.0,168.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,P-35/Bar Lock,Air search radar,5,Bulgaria,Russia,5.0,25.0,25.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,Project-106K/Vydra,Landing craft,10,Bulgaria,Russia,12.2,122.0,122.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,Project-206/Shershen,FAC,6,Bulgaria,Russia,22.5,135.0,135.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,Project-257/Vanya,MCM ship,4,Bulgaria,Russia,21.0,84.0,84.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,Strela-2/SA-7,Portable SAM,4500,Bulgaria,Russia,0.04,180.0,180.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,T-12 100mm/2A19,Towed gun,200,Bulgaria,Russia,0.33,66.0,66.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,T-55,Tank,900,Bulgaria,Russia,1.25,1125.0,1125.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,T-62,Tank,250,Bulgaria,Russia,1.8,450.0,450.0,105.318756,61.52401,25.48583,42.733883
83,84,BUL,USR,ZSU-23-4 Shilka,SPAAG,40,Bulgaria,Russia,7.0,280.0,280.0,105.318756,61.52401,25.48583,42.733883
83,95,CON,USR,Il-18,Transport aircraft,1,Congo,Russia,7.6,7.6,7.6,105.318756,61.52401,21.758664,-4.038333
83,91,CUB,USR,Mi-8T,Transport helicopter,25,Cuba,Russia,6.0,150.0,150.0,105.318756,61.52401,-77.781167,21.521757
83,91,CUB,USR,T-55,Tank,1200,Cuba,Russia,1.25,1500.0,1500.0,105.318756,61.52401,-77.781167,21.521757
83,67,CZE,USR,An-24,Transport aircraft,7,Czechoslovakia,Russia,7.5,52.5,52.5,105.318756,61.52401,65.865034,-25.559085
83,67,CZE,USR,K-13A/AA-2,SRAAM,2000,Czechoslovakia,Russia,0.04,80.0,80.0,105.318756,61.52401,65.865034,-25.559085
83,67,CZE,USR,Mi-8T,Transport helicopter,37,Czechoslovakia,Russia,6.0,222.0,222.0,105.318756,61.52401,65.865034,-25.559085
83,67,CZE,USR,MiG-21F-13,Fighter aircraft,220,Czechoslovakia,Russia,9.0,1980.0,1980.0,105.318756,61.52401,65.865034,-25.559085
83,67,CZE,USR,MiG-21MF,Fighter aircraft,240,Czechoslovakia,Russia,11.2,2688.0,2688.0,105.318756,61.52401,65.865034,-25.559085
83,67,CZE,USR,MiG-21PFM,Fighter aircraft,60,Czechoslovakia,Russia,10.0,600.0,600.0,105.318756,61.52401,65.865034,-25.559085
83,67,CZE,USR,Strela-2/SA-7,Portable SAM,8000,Czechoslovakia,Russia,0.04,320.0,320.0,105.318756,61.52401,65.865034,-25.559085
83,67,CZE,USR,T-55,Tank,1700,Czechoslovakia,Russia,1.25,2125.0,2125.0,105.318756,61.52401,65.865034,-25.559085
83,90,EGY,USR,9M14M/AT-3,Anti-tank missile,4800,Egypt,Russia,0.01,50.0,48.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,BM-21 Grad 122mm,Self-propelled MRL,100,Egypt,Russia,0.45,45.0,45.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,BRDM-2,Reconnaissance AV,100,Egypt,Russia,0.15,15.0,15.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,BTR-60PB,APC,650,Egypt,Russia,0.25,162.5,162.5,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,D-20 152mm,Towed gun,300,Egypt,Russia,0.5,150.0,150.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,K-13A/AA-2,SRAAM,2500,Egypt,Russia,0.04,100.0,100.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,KSR-2; AS-5,Anti-ship MI/ASM,50,Egypt,Russia,0.67,33.5,33.5,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,M-160 160mm,Mortar,50,Egypt,Russia,0.15,7.5,7.5,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,Mi-8T,Transport helicopter,80,Egypt,Russia,6.0,480.0,480.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,P-12/Spoon Rest,Air search radar,20,Egypt,Russia,4.5,90.0,90.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,P-15/Flat Face,Air search radar,20,Egypt,Russia,4.5,90.0,90.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,Project-183/P-6,FAC,16,Egypt,Russia,4.0,64.0,64.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,PRV-11/Side Net,Height-finding radar,20,Egypt,Russia,4.0,80.0,80.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,PT-76,Light tank,200,Egypt,Russia,0.36,72.0,72.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,S-125M/SA-3B,SAM system,45,Egypt,Russia,17.5,787.5,787.5,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,S-75 Dvina/SA-2,SAM system,20,Egypt,Russia,17.87,357.4,357.4,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,Strela-2/SA-7,Portable SAM,10000,Egypt,Russia,0.04,400.0,400.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,Su-7B,FGA aircraft,140,Egypt,Russia,6.25,875.0,875.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,T-54,Tank,800,Egypt,Russia,1.1,880.0,880.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,T-55,Tank,550,Egypt,Russia,1.25,687.5,687.5,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,V-601/SA-3B,SAM,1600,Egypt,Russia,0.12,192.0,192.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,V-750/SA-2,SAM,750,Egypt,Russia,0.12,90.0,90.0,105.318756,61.52401,30.802498,26.820553
83,90,EGY,USR,ZSU-23-4 Shilka,SPAAG,200,Egypt,Russia,7.0,1400.0,1400.0,105.318756,61.52401,30.802498,26.820553
83,76,FIN,USR,BTR-50,APC,118,Finland,Russia,0.25,29.5,29.5,105.318756,61.52401,25.748151,61.92411
83,23,GDR,USR,9M14M/AT-3,Anti-tank missile,30000,Germany,Russia,0.01,300.0,300.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,BM-21 Grad 122mm,Self-propelled MRL,72,Germany,Russia,0.45,32.4,32.4,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,BRDM-2,Reconnaissance AV,1579,Germany,Russia,0.15,236.85,236.85,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,BTR-60P,APC,1500,Germany,Russia,0.22,330.0,330.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,K-13A/AA-2,SRAAM,500,Germany,Russia,0.04,20.0,20.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,Mi-8T,Transport helicopter,95,Germany,Russia,6.0,570.0,570.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,MTU-20,ABL,10,Germany,Russia,1.0,10.0,10.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,P-12/Spoon Rest,Air search radar,3,Germany,Russia,4.5,13.5,13.5,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,P-15/Flat Face,Air search radar,3,Germany,Russia,4.5,13.5,13.5,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,Project-206/Shershen,FAC,19,Germany,Russia,9.0,171.0,171.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,PRV-11/Side Net,Height-finding radar,3,Germany,Russia,4.0,12.0,12.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,S-125M/SA-3B,SAM system,10,Germany,Russia,17.5,175.0,175.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,Strela-2/SA-7,Portable SAM,10000,Germany,Russia,0.04,400.0,400.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,Su-7B,FGA aircraft,100,Germany,Russia,6.25,625.0,625.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,T-12 100mm/2A19,Towed gun,267,Germany,Russia,0.33,88.11,88.11,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,T-55,Tank,1800,Germany,Russia,1.25,2250.0,2250.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,V-601/SA-3B,SAM,1100,Germany,Russia,0.12,132.0,132.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,V-750/SA-2,SAM,1750,Germany,Russia,0.12,210.0,210.0,105.318756,61.52401,10.451526,51.165691
83,23,GDR,USR,ZSU-23-4 Shilka,SPAAG,150,Germany,Russia,7.0,1050.0,1050.0,105.318756,61.52401,10.451526,51.165691
83,3,GUI,USR,BTR-40,APC,16,Guinea,Russia,0.048,0.768,0.768,105.318756,61.52401,-9.696645,9.945587
83,81,HUN,USR,9M14M/AT-3,Anti-tank missile,12500,Hungary,Russia,0.01,125.0,125.0,105.318756,61.52401,19.503304,47.162494
83,81,HUN,USR,BM-21 Grad 122mm,Self-propelled MRL,66,Hungary,Russia,0.45,29.7,29.7,105.318756,61.52401,19.503304,47.162494
83,81,HUN,USR,BRDM-2,Reconnaissance AV,350,Hungary,Russia,0.15,52.5,52.5,105.318756,61.52401,19.503304,47.162494
83,81,HUN,USR,Strela-2/SA-7,Portable SAM,5000,Hungary,Russia,0.04,200.0,200.0,105.318756,61.52401,19.503304,47.162494
83,44,IND,USR,D-30 122mm,Towed gun,400,India,Russia,0.35,140.0,140.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,K-13A/AA-2,SRAAM,1500,India,Russia,0.04,60.0,60.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,M-46 130mm,Towed gun,680,India,Russia,0.65,442.0,442.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,MiG-21PF,Fighter aircraft,256,India,Russia,9.75,2496.0,2496.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,P-12/Spoon Rest,Air search radar,10,India,Russia,4.5,45.0,45.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,P-15/Flat Face,Air search radar,10,India,Russia,4.5,45.0,45.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,S-75 Dvina/SA-2,SAM system,8,India,Russia,17.87,142.96,142.96,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,SAET-60,AS torpedo,175,India,Russia,1.0,175.0,175.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,SET-65 Yenot-2,ASW torpedo,175,India,Russia,1.0,175.0,175.0,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,T-55,Tank,225,India,Russia,1.25,281.25,281.25,105.318756,61.52401,78.96288,20.593684
83,44,IND,USR,V-750/SA-2,SAM,200,India,Russia,0.12,24.0,24.0,105.318756,61.52401,78.96288,20.593684
83,16,IRA,USR,M-46 130mm,Towed gun,100,Iran,Russia,0.26,26.0,26.0,105.318756,61.52401,53.688046,32.427908
83,24,IRQ,USR,BRDM-2,Reconnaissance AV,250,Iraq,Russia,0.15,37.5,37.5,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,BTR-50,APC,250,Iraq,Russia,0.25,62.5,62.5,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,K-13A/AA-2,SRAAM,800,Iraq,Russia,0.04,32.0,32.0,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,M-43 120mm,Mortar,100,Iraq,Russia,0.05,5.0,5.0,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,M-46 130mm,Towed gun,100,Iraq,Russia,0.65,65.0,65.0,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,Mi-4A,Helicopter,25,Iraq,Russia,1.88,47.0,47.0,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,PT-76,Light tank,45,Iraq,Russia,0.36,16.2,16.2,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,S-75 Dvina/SA-2,SAM system,20,Iraq,Russia,17.87,357.4,357.4,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,SON-9/Fire Can,Fire control radar,184,Iraq,Russia,0.6,110.4,110.4,105.318756,61.52401,43.679291,33.223191
83,24,IRQ,USR,V-750/SA-2,SAM,480,Iraq,Russia,0.12,57.6,57.6,105.318756,61.52401,43.679291,33.223191
83,85,KON,USR,An-2,Light transport ac,20,North Korea,Russia,1.0,20.0,20.0,105.318756,61.52401,127.510093,40.339852
83,85,KON,USR,BM-21 Grad 122mm,Self-propelled MRL,500,North Korea,Russia,0.45,225.0,225.0,105.318756,61.52401,127.510093,40.339852
83,85,KON,USR,BTR-152,APC,250,North Korea,Russia,0.052,13.0,13.0,105.318756,61.52401,127.510093,40.339852
83,85,KON,USR,BTR-40,APC,250,North Korea,Russia,0.048,12.0,12.0,105.318756,61.52401,127.510093,40.339852
